Hoarding Code,City,(Area/Zone),Location / Landmark,Facing Direction,Size (Width x Height),Position,Hoarding Type,Illumination,Latitude,Longitude,Ownership,Sq. Ft.,Landlord
KADM-EX-L3,Kalol,Dmart,Opp. Dmart Mall,From Dmart Exit,20 x 10,LHS Third,Hoarding,NL,23.250076,72.48529,GOV - GRICL,200,
KADM-EX-L4,Kalol,Dmart,Opp. Dmart Mall,From Dmart Exit,20 x 10,LHS Fourth,Hoarding,NL,23.250076,72.48529,GOV - GRICL,200,
KABC-KC-L,Kalol,Borisana Chowkadi,At Borisana Circle,Khatraj GIDC to Kalol & Chhatral,20 x 10,LHS,Hoarding,NL,23.241116,72.48803,GOV - GRICL,200,
KABC-KC-S,Kalol,Borisana Chowkadi,At Borisana Circle,Shriji Parlour to Khatraj GIDC & Chhatral,20 x 10,Solo,Hoarding,NL,23.241069,72.488171,GOV - GRICL,200,
KADC-KG-R,Kalol,Damru Circle,At Damru Circle,Kalol City to Khatraj GIDC,20 x 10,RHS,Hoarding,NL,23.241148,72.488535,GOV - GRICL,200,
KADC-KG-S,Kalol,Damru Circle,At Damru Circle,Kalol City to Khatraj GIDC,20 x 10,Solo,Hoarding,NL,23.241264,72.48837,GOV - GRICL,200,
KACC-HW-R1,Kalol,Cobra Circle,At Cobra Circle,City to Highway,20 x 10,RHS First,Hoarding,NL,23.238457,72.492535,GOV - GRICL,200,
KASP-HW-R1,Kalol,Shriji Parlour,At Shriji Parlour,Hanuman Temple to Highway,15 x 10,RHS First,Hoarding,NL,23.237177,72.49402,GOV - GRICL,150,
KASP-HW-L1,Kalol,Shriji Parlour,At Shriji Parlour,Hanuman Temple to Highway,20 x 10,LHS First,Hoarding,NL,23.237433,72.493668,GOV - GRICL,200,
KASP-AH-L,Kalol,Shriji Parlour,"Opp. Domino's Pizza, Highway",Mehsana to Ahmedabad,20 x 15,LHS,Hoarding,NL,23.2366467,72.4957098,GOV - GRICL,300,
KAMA-AH-S,Kalol,Majur Adalat,"Nr. ITI, Opp. Police Station",Mehsana to Ahmedabad,20 x 15,Solo,Hoarding,NL,23.2357046,72.4978985,GOV - GRICL,300,
KAMA-ME-S2,Kalol,Majur Adalat,"Nr. Majur Adalat, Tiranga Bridge",Ahmedabad to Mehsana,30 x 30,Solo,Hoarding,NL,23.2346242,72.5007497,Private,900,Kiranbhai Desai
KASB-ME-S,Kalol,Saij Bridge,Nr. Jogani mata Temple,Ahmedabad to Mehsana,20 x 20,Solo,Hoarding,NL,23.2155117,72.5201156,Private,400,Dashrathbhai 
GAGC-GF-S,Gandhinagar,GIFT City,"Shahpur Circle, GIFT City Entrance",Shahpur Circle to GIFT city,30 x 41,Solo,Hoarding,NL,23.1815461,72.6745448,Private,1200,Ketanbhai Patel
GAGC-SH-S,Gandhinagar,GIFT City,"Shahpur Circle, GIFT City Exit",GIFT city to Shahpur Circle,81 x 40,Solo,Hoarding,NL,23.1817224,72.673898,Private,3200,
GAGC-DC-S2,Gandhinagar,GIFT City,Opp. Lilavati Hospital,East Gate to D Circle ,60 x 40,Solo,Hoarding,NL,23.165176,72.6887937,Private,2400,Ketanbhai Patel GIFT
GACH-AH-S,Gandhinagar/Ahmedabad,Chiloda,Chiloda Circle,"Gandhinagar to Ahmedabad, Dehgam & Himmatnagar",20 x 21,Solo,Hoarding,NL,23.2267342,72.7313691,Private,400,Rahubhai Shah
GAAD-GA-LU,Gandhinagar/Ahmedabad,Adalaj,Nr. Trimandir,North Gujarat to Gandhinagar,40 x 20,LHS Upper,Hoarding,NL,23.1755686,72.5802742,Private,800,Dudhaji Thakor
GAAD-GA-LD,Gandhinagar/Ahmedabad,Adalaj,Nr. Trimandir,North Gujarat to Gandhinagar,40 x 20,LHS Lower,Hoarding,NL,23.1755686,72.5802742,Private,800,
GAAD-GA-RU,Gandhinagar/Ahmedabad,Adalaj,Nr. Trimandir,North Gujarat to Gandhinagar,40 x 20,RHS Upper,Hoarding,NL,23.1755686,72.5802742,Private,800,
GAAD-GA-RD,Gandhinagar/Ahmedabad,Adalaj,Nr. Trimandir,North Gujarat to Gandhinagar,40 x 20,RHS Lower,Hoarding,NL,23.1755686,72.5802742,Private,800,
GAAD-GA-S2,Gandhinagar/Ahmedabad,Adalaj,"On SG Highway, Opp. Shreya Farm, Butter Fly Circle",Ahmedabad to Gandhinagar,90 x 60,Solo,Hoarding,NL,23.1753264,72.5813826,Private,5400,Jay Somnath
GAKH-AH-S,Gandhinagar/Ahmedabad,Khoraj,"On SG Highway, Khoraj",Gandhinagar to Ahmedabad,60 x 40,Solo,Hoarding,NL,23.1568287,72.5544687,Private,2400,
GAVD-GS-U,Gandhinagar/Ahmedabad,Vaishno Devi Circle,"On Vaishnodevi Circle, SG Highway",Ahmedabad to Gandhinagar & SP Ring Road,100 x 25,Upper,Hoarding,NL,23.1364861,72.541814,Private,2500,Shri Harihar Mahraj
GAKB-AH-S,Gandhinagar/Ahmedabad,S G Highway,"Khoraj Bridge, Nr. Adani Shantigram",Gandhinagar to Ahmedabad,90 x 30,Solo,Hoarding,NL,23.1596777,72.555676,Private,2700,Ashit
GAKB-GA-S,Gandhinagar/Ahmedabad,S G Highway,"Khoraj Bridge, After Narmda Canal, On SG Highway", Ahmedabad to Gandhinagar & Adalaj,60 x 30,Solo,Hoarding,NL,23.1596777,72.555676,Private,1800,
AHCD-AK-S,Ahmedabad,Chandalodiya,Nr. Silvar Star Circle,Gota to Akhbarnagar,20 x 20,Solo,Hoarding,FL,23.0809322,72.5488726,Private,400,Rahulbhai
AHCD-AK-U,Ahmedabad,Chandalodiya,At. Chandalodiya Bridg,Gota to Akhbarnagar,30 x 15,Upper,Hoarding,BL,23.0798854,72.5522337,Private,450,Ambika Anandayi
AHCD-AK-D,Ahmedabad,Chandalodiya,At. Chandalodiya Bridg,Gota to Akhbarnagar,30 x 15,Lower,Hoarding,BL,23.0798854,72.5522337,Private,450,
AHMM-PC-S,Ahmedabad,Memnagar,"Naranpura AEC, Valinath Chowk",Memnagar to Pallav Cross Road,40 x 20,Solo,Hoarding,BL,23.0480632,72.5439175,Private,800,Hargovan Desai
AHLD-BI-S,Ahmedabad,Lad Darwaja,"At. Lal Darvaja P & T Building Wall, Opp Panchayat Bhavan",Can Be View at the Bank of india,20 x 10,Solo,Hoarding,BL,23.0249931,72.5807275,GOV - AMC,200,AMC
AHNF-KP-S,Ahmedabad,Naroda Fruit Market,"Opp Naroda Fruit Market, Nr B R T S Bus Stop",Memco Cross Road to Kalupur,20 x 15,Solo,Hoarding,BL,23.0507491,72.6258037,GOV - AMC,300,AMC
AHGH-KP-S,Ahmedabad,GCS Hospital,"GCS Medical Hospital, Nr. Amdupura Police Chowky, Chamunda Bridge",Memco to Kalupur,20 x 10,Solo,Hoarding,BL,23.0406377,72.6112276,GOV - AMC,200,AMC
AHST-MC-S,Ahmedabad,Saijpur Tower,"Saijpur Tower Cross Road, Naroda Road",Naroda Patiya to Memco Cross Road,20 x 10,Solo,Hoarding,BL,23.0608249,72.6392422,GOV - AMC,200,AMC
AHVG-VG-S,Ahmedabad,Vijalighar,Vijalighar,,20 x 10,Solo,Hoarding,BL,23.026468,72.5806068,GOV - AMC,200,AMC
AHGD-BP-L,Ahmedabad,Godhavi,"Nr. Bus Stop, Godhavi",Sanand to Bopal,40 x 40,LHS,Hoarding,NL,23.0239199,72.4107355,Private,1600,Mayursinh
AHGD-BP-R,Ahmedabad,Godhavi,"Nr. Bus Stop, Godhavi",Sanand to Bopal,40 x 40,RHS,Hoarding,NL,23.0239199,72.4107355,Private,1600,
AHBK-KS-S,Ahmedabad,Bakrol,"Opp. Jain Derasar, Visalpur",Bakrol Circle to Kashindra,30 x 30,Solo,Hoarding,NL,22.9334401,72.4965018,Private,900,Deep Patel
AHBK-KS-U1,Ahmedabad,Bakrol,"Opp. Meladimata Temple, Vishalpur",Bakrol Circle to Kashindra,50 x 25,Upper,Hoarding,NL,22.9179705,72.4858692,Private,1250,Chirag Chauhan
AHBK-KS-D1,Ahmedabad,Bakrol,"Opp. Meladimata Temple, Vishalpur",Bakrol Circle to Kashindra,50 x 25,Lower,Hoarding,NL,22.9179705,72.4858692,Private,1250,
AHBK-KS-U2,Ahmedabad,Bakrol,Nr. Meladimata Temple,Bakrol Circle to Kashindra,25 x 15,Upper,Hoarding,NL,22.9177491,72.4861199,Private,375,
AHBK-KS-D2,Ahmedabad,Bakrol,Nr. Meladimata Temple,Bakrol Circle to Kashindra,25 x 15,Lower,Hoarding,NL,22.9177491,72.4861199,Private,375,
AHBK-KS-R,Ahmedabad,Bakrol,Kashindra,Bakrol Circle to Kashindra,40 x 40,RHS,Hoarding,NL,22.8893173,72.4812189,Private,1600,Ganibhai Patel
AHBK-BC-L,Ahmedabad,Bakrol,Kashindra,Kashindra to Bakrol Circle,40 x 40,LHS,Hoarding,NL,22.8893173,72.4812189,Private,1600,
AHMR-AH-S,Ahmedabad,Moraiya,Changodar GIDC,Bavla to Ahmedabad,25 x 30,Solo,Hoarding,NL,22.9069193,72.4267449,Private,750,Gambhirsinh
AHMR-BA-S,Ahmedabad,Moraiya,Changodar GIDC,Ahmedabad to Bavla,25 x 30,Solo,Hoarding,NL,22.9069193,72.4267449,Private,750,
SADM-AH-S,Sanand,Dmart,Shantipura Circle ,Sanand to Ahmedabad,20 x 30,Solo,Hoarding,NL,22.9860054,72.3962834,Private,600,Shivrajsinh
HIMV-CR-S,Himmatnagar,Mahavirnagar,At. Mahavirnagar Circle,Main Bazar to Chhapariya & Reliance Mall,20 x 10,Solo,Hoarding,NL,23.5972348,72.9695828,GOV - R & B Himmatnagar,200,R & B Himmatnagar
HIMO-HC-1,Himmatnagar,Motipura Circle ,At. Motipura Circle,Ahmedabad to Himmatnagar City & Udaipur,20 x 10,First,Hoarding,NL,23.581241,72.9592552,GOV - R & B Himmatnagar,200,
HIMO-HC-2,Himmatnagar,Motipura Circle ,At. Motipura Circle,Ahmedabad to Himmatnagar City & Udaipur,20 x 10,Second,Hoarding,NL,23.5813286,72.9596147,GOV - R & B Himmatnagar,200,
HIMO-HW-S,Himmatnagar,Motipura Circle ,Nr. Motipura Circle,City to Highway,20 x 10,Solo,Hoarding,NL,23.5814598,72.9596183,GOV - R & B Himmatnagar,200,
HIMO-MO-S,Himmatnagar,Motipura Circle ,Nr. Motipura Circle,Bus Depo to Motipura Circle,12 x 20,Solo,Hoarding,NL,23.5817969,72.9585019,GOV - R & B Himmatnagar,240,
HIMO-CM-S,Himmatnagar,Motipura Circle ,Nr. Motipura Circle,Bus Depo to Chhapariya & Motipura Circle,20 x 10,Solo,Hoarding,NL,23.5835677,72.9583084,GOV - R & B Himmatnagar,200,
HIBS-CC-S1,Himmatnagar,Bus Stand,"Nr. Civil Circle, Bus Stand First",Bus Depo to Civil Circle,20 x 10,Solo,Hoarding,NL,23.5936803,72.9588573,GOV - R & B Himmatnagar,200,
HIBS-BS-S,Himmatnagar,Bus Stand,"Bus Stand, Nr. Umashankar Joshi Bridge",Motipura to Bus Stand,20 x 10,Solo,Hoarding,NL,23.5916908,72.9578759,GOV - R & B Himmatnagar,200,
HIBS-MO-S,Himmatnagar,Bus Stand,"Bus Stand, Depo Entry",Civil Circle to Motipura Circle,20 x 10,Solo,Hoarding,NL,23.5929156,72.9585394,GOV - R & B Himmatnagar,200,
HIMH-NM-R2,Himmatnagar,Mehtapura Circle,"Mehtapura Circle, City Entry",RTO Circle to Nyay Mandir,18 x 10,RHS Second,Hoarding,NL,23.6123011,72.9649539,GOV - R & B Himmatnagar,180,
HISJ-MO-U,Himmatnagar,Sahkari Jin,Nr. Sahkari Jin,Himmatnagar to Modasa,20 x 10,Upper,Hoarding,NL,23.5806043,72.9745308,GOV - R & B Himmatnagar,200,
HISJ-MO-D,Himmatnagar,Sahkari Jin,Nr. Sahkari Jin,Himmatnagar to Modasa,20 x 10,Lower,Hoarding,NL,23.5806043,72.9745308,GOV - R & B Himmatnagar,200,
VITB-HW-U,Vijapur,T B Road,Nr. T B Circle,City to Highway,20 x 10,Upper,Hoarding,NL,23.5658621,72.7450074,Private,200,Maheshbhai Kamdhenu
VITB-HW-D,Vijapur,T B Road,Nr. T B Circle,City to Highway,20 x 10,Lower,Hoarding,NL,23.5658621,72.7450074,Private,200,
VITB-CT-S1,Vijapur,T B Road,Nr. Reliance Trends,Highway to City,20 x 25,Solo,Hoarding,NL,23.5548644,72.7407954,Private,500,Jagabhai Master
VITB-HW-S2,Vijapur,T B Road,Nr. Reliance Trends,City  to Highway,20 x 25,Solo,Hoarding,NL,23.5548644,72.7407954,Private,500,
VITB-CT-L,Vijapur,T B Road,Nr. Reliance Trends,Highway to City,20 x 20,LHS,Hoarding,NL,23.5556696,72.7416738,Private,400,Prakashbhai Suryaketu
VITB-CT-R,Vijapur,T B Road,Nr. Reliance Trends,Highway to City,20 x 20,RHS,Hoarding,NL,23.5556696,72.7416738,Private,400,
VIPC-MA-U,Vijapur,Pilvai Circle,Nr. Pilvai Circle,Mansa to Mahudi & Vijapur,20 x 10,Upper,Hoarding,NL,23.5319889,72.717957,Private,200,Kirtan Parlour
VIPC-MA-D,Vijapur,Pilvai Circle,Nr. Pilvai Circle,Mansa to Mahudi & Vijapur,20 x 10,Lower,Hoarding,NL,23.5319889,72.717957,Private,200,
VIPC-MM-C,Vijapur,Pilvai Circle,Nr. Pilvai Circle,Mahudi to Mansa & Vijapur,20 x 10,Centre,Hoarding,NL,23.5320491,72.7176184,LOF,200,DUMMY-09
VIPC-MV-L,Vijapur,Pilvai Circle,On Circle,Mehsana to Vijapur & Mansa,20 x 20,LHS ,Hoarding,NL,23.5304166,72.7169284,Private,400,Rajendrasinh Vihol
VIPC-MV-R,Vijapur,Pilvai Circle,On Circle,Mehsana to Vijapur & Mansa,20 x 20,RHS,Hoarding,NL,23.5304166,72.7169284,Private,400,
VIPC-VM-S,Vijapur,Pilvai Circle,Nr. Pilvai Circle,Vijapur to Mansa & Mehsana,20 x 10,Solo,Hoarding,NL,23.5353333,72.7201303,LOF,200,DUMMY-10
VIMA-MT-U,Vijapur,Mahudi,Mahudi Pratij Circle,Way to Mahudi Temple,20 x 10,Upper,Hoarding,NL,23.4945535,72.7802014,Private,200,
VIMA-MT-D,Vijapur,Mahudi,Mahudi Pratij Circle,Way to Mahudi Temple,20 x 10,Lower,Hoarding,NL,23.4945535,72.7802014,Private,200,
MAIC-VJ-S,Mansa,Itadara Circle,Bus Stand Circle,Gandhinagar to Vijapur,40 x 30,Solo,Hoarding,NL,23.4272219,72.6513249,Private,1200,Narsinhbhai Patel
MAGC-GA-U,Mansa,GEB Circle,"Mansa Entry, Opp GEB",Vijapur & Visnagar to Gandhinagar,25 x 15,Upper,Hoarding,NL,23.4347281,72.6565468,Private,375,Chetan Patel
MAGC-GA-D,Mansa,GEB Circle,"Mansa Entry, Opp GEB",Vijapur & Visnagar to Gandhinagar,25 x 15,Lower,Hoarding,NL,23.4347281,72.6565468,Private,375,
MANC-GA-U,Mansa,Narsary Circle,Nr. Narsary Circle ,Mansa to Gandhinagar,40 x 20,Upper,Hoarding,NL,23.4144799,72.6491795,Private,800,Mehulbhai Narsary
MANC-GA-D,Mansa,Narsary Circle,Nr. Narsary Circle ,Mansa to Gandhinagar,40 x 20,Lower,Hoarding,NL,23.4144799,72.6491795,Private,800,
MABC-GA-U,Mansa,Balva Circle,"Pratap Pura, Nr. Balva Circle",Mansa to Gandhinagar,40 x 20,Upper,Hoarding,NL,23.3666197,72.6460366,Private,800,Dada Pratap pura
MABC-GA-D,Mansa,Balva Circle,"Pratap Pura, Nr. Balva Circle",Mansa to Gandhinagar,40 x 20,Lower,Hoarding,NL,23.3666197,72.6460366,Private,800,
MABC-GA-S,Mansa,Balva Circle,At. Balva Circle,Gozariya to Gandhinagar,20 x 15,Solo,Hoarding,NL,23.3519665,72.6431438,Private,300,DUMMY-11
GOMC-GZ-U,Gozariya,Main Circle,Nr. Main Circle,Mehsana to Gozariya,20 x 10,Upper,Hoarding,NL,23.4805706,72.565974,Private,200,DUMMY-12
GOMC-GZ-D,Gozariya,Main Circle,Nr. Main Circle,Mehsana to Gozariya,20 x 10,Lower,Hoarding,NL,23.4805706,72.565974,Private,200,
GOMC-MV-U,Gozariya,Main Circle,Nr. Main Circle,Gozariya to Mehsana & Visnagar,30 x 10,Upper,Hoarding,NL,23.4805706,72.565974,Private,300,
GOMC-MV-D,Gozariya,Main Circle,Nr. Main Circle,Gozariya to Mehsana & Visnagar,30 x 10,Lower,Hoarding,NL,23.4805706,72.565974,Private,300,
GOMU-GZ-L,Gozariya,Meu Circle,At. Meu Circle,Mehsana to Gozariya,20 x 20,LHS,Hoarding,NL,23.4824295,72.5660555,Private,400,Hero Bike
GOMU-GZ-R,Gozariya,Meu Circle,At. Meu Circle,Mehsana to Gozariya,20 x 20,RHS,Hoarding,NL,23.4824295,72.5660555,Private,400,
VSMC-MC-L,Visnagar,Mehsana Circle,S K Collage road,Lavaris Stand to Mehsana Circle,20 x 10,LHS,Hoarding,NL,23.6895089,72.5405453,LOF,200,DUMMY-13
VSMC-VS-U,Visnagar,Mehsana Circle,Visnagar Entrance,Mehsana to Visnagar,20 x 10,Upper,Hoarding,NL,23.689865,72.5403656,Private,200,P K Patel
VSMC-VS-D,Visnagar,Mehsana Circle,Visnagar Entrance,Mehsana to Visnagar,20 x 10,Lower,Hoarding,NL,23.689865,72.5403656,Private,200,
VSKC-GZ-S,Visnagar,Kada Circle,Nr. S K Collage,Mehsana Circle to Gozariya,20 x 15,Solo,Hoarding,NL,23.6862169,72.5532124,LOF,300,DUMMY-14
VSIC-MC-S,Visnagar,ITI Circle,Opp. ITI Collage,Kansa Circle to Mehsana Circle,15 x 15,Solo,Hoarding,NL,23.7020217,72.5346844,Private,225,Creata Ice Cream
VSIC-KN-S,Visnagar,ITI Circle,Nr. ITI Collage,Mehsana Circle to Kansa Circle,31 x 15,Solo,Hoarding,NL,23.7025543,72.5351846,Private,450,
VSIC-LS-U,Visnagar,ITI Circle,M N Collage Road,ITI Circle to Lavaris Stand,20 x 10,Upper,Hoarding,NL,23.7016032,72.535146,Private,200,Ramjibhai Chaudhary
VSIC-LS-D,Visnagar,ITI Circle,M N Collage Road,ITI Circle to Lavaris Stand,20 x 10,Lower,Hoarding,NL,23.7016032,72.535146,Private,200,
VSPC-KN-U,Visnagar,Paldi Circle,Opp. Matel Hotel,Paladi Circle to Kansa Circle,20 x 10,Upper,Hoarding,NL,23.7134589,72.5492508,Private,200,Jashubhai Paldi Circle
VSPC-KN-D,Visnagar,Paldi Circle,Opp. Matel Hotel,Paladi Circle to Kansa Circle,20 x 10,Lower,Hoarding,NL,23.7134589,72.5492508,Private,200,
VSPC-KV-U,Visnagar,Paldi Circle,At. Paladi Circle,Visnagar to Kheralu & Vadnagar,20 x 10,Upper,Hoarding,NL,23.7149584,72.5506197,LOF,200,DUMMY-15
VSPC-KV-D,Visnagar,Paldi Circle,At. Paladi Circle,Visnagar to Kheralu & Vadnagar,20 x 10,Lower,Hoarding,NL,23.7149584,72.5506197,LOF,200,
VSPC-VS-S,Visnagar,Paldi Circle,At. Paladi Circle,Kheralu to Visnagar,20 x 10,Solo,Hoarding,NL,23.7149339,72.5507518,LOF,200,
VATC-VN-U,Vadnagar,Toranvaad Circle,"At. Toranvaad Circle, Vadnagar Entry",Visnagar to Vadnagar,20 x 10,Upper,Hoarding,NL,23.7944675,72.6258831,Private,200,Arvindbhai Patel Gas Agency
VATC-VN-D,Vadnagar,Toranvaad Circle,"At. Toranvaad Circle, Vadnagar Entry",Visnagar to Vadnagar,20 x 10,Lower,Hoarding,NL,23.7944675,72.6258831,Private,200,
KHDD-KH-U,Kheralu,Dudh Sagar Dairy,Opp. Dudh Sagar Dairy,Vadnagar to Kheralu,20 x 10,Upper,Hoarding,NL,23.8816617,72.6100075,LOF,200,DUMMY-16
KHDD-KH-D,Kheralu,Dudh Sagar Dairy,Opp. Dudh Sagar Dairy,Vadnagar to Kheralu,20 x 10,Lower,Hoarding,NL,23.8816617,72.6100075,LOF,200,
KHDD-VV-S,Kheralu,Dudh Sagar Dairy,Opp. Dudh Sagar Dairy,Kheralu to Vadnagar & Visnagar,20 x 15,Solo,Hoarding,NL,23.8816617,72.6100075,LOF,300,
UNBH-UN-S,Unjha,Bhandu,Nr. LCIT Collage,Mehsana to Unjha,25 x 31,Solo,Hoarding,NL,23.6863204,72.3849903,Private,750,Zarin Gas Satimata Hotel
UNBH-ME-S,Unjha,Bhandu,Nr. LCIT Collage,Unjha to Mehsana,25 x 31,Solo,Hoarding,NL,23.6863204,72.3849903,Private,750,
UNUV-UN-S,Unjha,Unava,Nr. Comfy Hotel,Mehsana to Unjha,20 x 20,Solo,Hoarding,NL,23.7406335,72.3683391,Private,400,Ravibhai
UNUV-UN-S1,Unjha,Unava,"Nr. APMC Market, Opp. Essar Petrol Pump",Mehsana to Unjha,20 x 20,First,Hoarding,NL,23.7735623,72.3703816,LOF,400,DUMMY-17
UNUV-UN-S3,Unjha,Unava,"Nr. APMC Market, Opp. Essar Petrol Pump",Mehsana to Unjha,20 x 20,Third,Hoarding,NL,23.773967,72.3706337,LOF,400,
UNUC-UN-S,Unjha,Umiya Circle,Opp. Tannu Motors,Mehsana to Unjha,20 x 20,Solo,Hoarding,NL,23.7880701,72.3812043,GOV - Unjha Nagarpalika,400,Unjha Nagarpalika
UNUC-ME-S1,Unjha,Umiya Circle,Opp. Tannu Motors,Unjha to Mehsana,20 x 20,Solo,Hoarding,NL,23.7880701,72.3812043,GOV - Unjha Nagarpalika,400,
UNUC-ME-S2,Unjha,Umiya Circle,Nr. Reliance Petrol Pump,Unjha to Mehsana ,20 x 15,Solo,Hoarding,NL,23.7943497,72.3812962,GOV - Unjha Nagarpalika,300,
UNAC-PU-U,Unjha,APMC Circle,Nr. Bus Stand,Patan to Unjha & Mehsana,20 x 10,Upper,Hoarding,NL,23.8048855,72.3796832,GOV - Unjha Nagarpalika,200,
UNAC-PU-D,Unjha,APMC Circle,Nr. Bus Stand,Patan to Unjha & Mehsana,20 x 10,Lower,Hoarding,NL,23.8048855,72.3796832,GOV - Unjha Nagarpalika,200,
UNAC-CM-S,Unjha,APMC Circle,"Nr. Bus Stand, City Emtry",Highway to City & Mehsana,20 x 10,Solo,Hoarding,NL,23.8042698,72.3798934,GOV - Unjha Nagarpalika,200,
UNSC-UT-S1,Unjha,Sardar Chowk,Nr. APMC Marcket,APMC Circle to Umiya mata temple,20 x 21,Solo,Hoarding,NL,23.8041474,72.3844297,Private,400,Baloj Mata Temple
UNSC-UT-S2,Unjha,Sardar Chowk,Above Chhanaji Gota,Highway to APMC & Umiyamata Temple,20 x 10,Solo,Hoarding,NL,23.8038367,72.384192,GOV - Unjha Nagarpalika,200,Unjha Nagarpalika
UNGC-UT-S,Unjha,Gandhi Chowak,"On Canal, Opp Nagarpalika",Sardar Chowk to Umiyamata Temple,20 x 10,Solo,Hoarding,NL,23.8035861,72.3903245,GOV - Unjha Nagarpalika,200,
UNUT-UT-S1,Unjha,Umiyamata Temple,Desh Ni Vaadi,Agni Circle to Umiyamata Temple,20 x 10,Solo,Hoarding,NL,23.8005694,72.396157,GOV - Unjha Nagarpalika,200,
UNUT-EX-R,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,20 x 21,RHS,Hoarding,NL,23.8008927,72.3962884,GOV - Unjha Nagarpalika,400,
UNUT-CA-S,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple to City & Agni Circle,20 x 21,Solo,Hoarding,NL,23.8009348,72.3960363,GOV - Unjha Nagarpalika,400,
UNUT-EX-S2,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,41 x 10,Solo,Hoarding,NL,23.8014514,72.3959471,GOV - Unjha Nagarpalika,400,
UNUT-EX-S3,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,12 x 20,Solo,Hoarding,NL,23.8017501,72.3958328,GOV - Unjha Nagarpalika,240,
UNUT-EX-S4,Unjha,Umiyamata Temple,Umiyamata Temple Chowk,Umiyamata Temple Exit,18 x 21,Solo,Hoarding,NL,23.8019041,72.3957107,Private,360,Vivek Uma Pan
UNVC-UT-S,Unjha,Vaadipara Chowk,Nr. Falku Canal,Old Bazar to Umiyamata Temple,20 x 10,Solo,Hoarding,NL,23.8073656,72.3921125,GOV - Unjha Nagarpalika,200,Unjha Nagarpalika
UNAC-UT-L,Unjha,Agni Circle,At. Agni Circle ,Aithore to Umiyamata Temple,20 x 25,LHS,Hoarding,NL,23.7978012,72.3953815,GOV - Unjha Nagarpalika,500,
UNAC-HW-U,Unjha,Agni Circle,"Behind APMC Marcket, Umiyamata Temple road",City to Highway,20 x 10,Upper,Hoarding,NL,23.7984917,72.3889646,Private,200,Hemant Patel
UNAC-HW-D,Unjha,Agni Circle,"Behind APMC Marcket, Umiyamata Temple road",City to Highway,20 x 10,Lower,Hoarding,NL,23.7984917,72.3889646,Private,200,
UNAC-CT-S,Unjha,Agni Circle,"Behind APMC Marcket, Umiyamata Temple road",Highway to City,20 x 15,Solo,Hoarding,NL,23.7984917,72.3889646,Private,300,
PADH-UN-S,Patan,Dharpur,Medical Collage,Patan to Unjha,25 x 25,Solo,Hoarding,NL,23.8442163,72.1905586,Private,625,Shambhuji Thakor
PAHA-US-L,Patan,Hansapur,At. Hansapur Circle ,Patan to Unjha & Siddhpur,20 x 20,LHS,Hoarding,NL,23.8526326,72.1445919,Private,400,Vipul Parmar
PAHA-US-R,Patan,Hansapur,At. Hansapur Circle ,Patan to Unjha & Siddhpur,20 x 20,RHS,Hoarding,NL,23.8526326,72.1445919,Private,400,
PANC-DC-S,Patan,Navjivan Circle,Nr. Navjivan Hotel,Deesa to Chanashma ,30 x 30,Solo,Hoarding,NL,23.8511463,72.1378898,Private,900,Arvind Patel
PANC-JH-R,Patan,Navjivan Circle,Opp. Tirupati Marcket,Navjivan Circle to Janta Hospital,20 x 20,RHS,Hoarding,NL,23.8509249,72.1365651,Private,400,Vinaybhai Patel Exide Battrry
PANC-JH-L,Patan,Navjivan Circle,Opp. Tirupati Marcket,Navjivan Circle to Janta Hospital,20 x 20,LHS,Hoarding,NL,23.8509249,72.1365651,Private,400,
PAJH-NC-L,Patan,Navjivan Circle,Opp. Tirupati Marcket,Janta Hospital to Navjivan Circle,20 x 20,LHS,Hoarding,NL,23.8509249,72.1365651,Private,400,
PAJH-NC-R,Patan,Navjivan Circle,Opp. Tirupati Marcket,Janta Hospital to Navjivan Circle,20 x 20,RHS,Hoarding,NL,23.8509249,72.1365651,Private,400,
PAJH-JH-U,Patan,Janta Hospital,B M Highschool,Subhas Chowk to Janta Hospital,20 x 10,Upper,Hoarding,NL,23.8492454,72.1303507,Private,200,Ravibhai Nayak
PAJH-JH-D,Patan,Janta Hospital,B M Highschool,Subhas Chowk to Janta Hospital,20 x 10,Lower,Hoarding,NL,23.8492454,72.1303507,Private,200,
PAJH-SC-U,Patan,Janta Hospital,B M Highschool,Janta Hospital to Subhas Chowk,20 x 10,Upper,Hoarding,NL,23.8492454,72.1303507,Private,200,
PAJH-SC-D,Patan,Janta Hospital,B M Highschool,Janta Hospital to Subhas Chowk,20 x 10,Lower,Hoarding,NL,23.8492454,72.1303507,Private,200,
PANC-PC-L,Patan,Navjivan Circle,Railway Overbridge,Navjivan Circle to Padmanaabh Circle,25 x 31,LHS,Hoarding,NL,23.8441617,72.1366556,Private,750,Sureshbhai Kence Avenue
PANC-PC-R,Patan,Navjivan Circle,Railway Overbridge,Navjivan Circle to Padmanaabh Circle,20 x 20,RHS,Hoarding,NL,23.844054,72.1365258,Private,400,
